oshpd_id2,oshpd_id,FACILITY_NAME,LICENSE_CATEGORY_DESC,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,TRAUMA_CENTER_DESC,ER_SERVICE_LEVEL_DESC,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,disp_Acute_Care,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Invalid_Blank,disp_Not_Defined_Elsewhere,disp_Prison_Jail,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Sex_Female,Sex_Male,Sex_Other_Unknown,Age_0_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Other_Unknown,racegrp_aman,racegrp_asian,racegrp_black,racegrp_multirace,racegrp_nhpi,racegrp_other,racegrp_unknown,racegrp_white,eth_Hispanic,eth_NonHispanic,eth_Other_Unknown,All_Other_Languages,English,PLS_Other_Unknown,Spanish,dx_Circulatory,dx_Congenital,dx_Digestive,dx_Diseases_of_the_Blood,dx_Ear,dx_Endocrine,dx_Eye,dx_Factors_Influencing_Health,dx_Genitourinary,dx_Infectious,dx_Injury_Poisoning,dx_MentalHealth,dx_Musculoskeletal,dx_Neoplasms,dx_Nervous_System,dx_Other_Unknown,dx_Pregnancy_Childbirth,dx_Respiratory,dx_Skin,dx_Symptoms_Signs_NEC,disp_CAH,disp_Childrens_or_Cancer,Zip_Blank_Invalid,Zip_Unknown,dx_Certain_Perinatal_Conditions,disp_Other,disp_Disaster_Care_Site,Unknown_inv_Payer,a_disp_Acute_Care,a_disp_Against_Medical_Advice,a_disp_Died,a_disp_Home_Health_Service,a_disp_Hospice_Care,a_disp_Psychiatric_Care,a_disp_Rehab,a_disp_Routine,a_disp_SN_IC_Care,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Zip_CA_Resident,a_Zip_Homeless,a_Zip_Out_of_State,a_Sex_Female,a_Sex_Male,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Other_Unknown,a_racegrp_asian,a_racegrp_black,a_racegrp_multirace,a_racegrp_other,a_racegrp_unknown,a_racegrp_white,a_Eth_Other_Unknown,a_eth_Hispanic,a_eth_NonHispanic,a_All_Other_Languages,a_English,a_PLS_Other_Unknown,a_Spanish,a_dx_Circulatory,a_dx_Digestive,a_dx_Diseases_of_the_Blood,a_dx_Ear,a_dx_Endocrine,a_dx_Eye,a_dx_Genitourinary,a_dx_Infectious,a_dx_Injury_Poisoning,a_dx_MentalHealth,a_dx_Musculoskeletal,a_dx_Neoplasms,a_dx_Nervous_System,a_dx_Other_Unknown,a_dx_Respiratory,a_dx_Skin,a_dx_Symptoms_Signs_NEC,a_disp_Not_Defined_Elsewhere,a_disp_Prison_Jail,a_disp_Residential_Care,a_Zip_Foreign,a_Zip_Unknown,a_Age_0_09,a_Age_10_19,a_racegrp_aman,a_racegrp_nhpi,a_dx_Congenital,a_dx_Factors_Influencing_Health,a_dx_Pregnancy_Childbirth,a_disp_Childrens_or_Cancer,a_sex_Oth_Unknown,a_dx_Certain_Perinatal_Condition,a_disp_CAH,a_disp_Other,a_Unknown_inv_Payer,a_Zip_Blank_Invalid,a_disp_Invalid_Blank,a_disp_Disaster_Care_Site,ED_STATIONS_ON_1231
106304409,304409,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,General Acute Care Hospital,Orange,3440 E LA PALMA AVE,ANAHEIM,92806,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 37,District 68,Brea East/Placentia Central and North/Yorba Linda,Urban,595,1949,84,1255,207,7,17,20,987,122,12,106515,570,18589,27161,153,64358,2105,111022,1,781,546,61560,50781,25,12270,8689,13957,15332,12928,13950,13205,12011,10023,1,324,15702,4761,661,645,37928,5527,46818,38538,69697,4131,1821,103920,403,6222,9967,32,8597,690,1685,1549,1277,1475,7751,8266,18246,2900,8456,479,4636,54,2521,7694,2919,23038,,26,15,1,134,,,,245,127,468,3396,415,17,81,6922,962,1026,6784,13,4752,69,12476,112,56,6138,6506,495,777,1083,1684,2184,2640,2941,,1799,408,56,3354,205,6714,121,3456,9067,316,11427,28,873,1696,2623,166,11,551,11,618,2798,986,151,400,598,281,,993,255,254,4,,,,,617,223,33,75,32,22,129,,,69,,7,,,,,36
106304460,304460,HOAG ORTHOPEDIC INSTITUTE,General Acute Care Hospital,Orange,16250 SAND CANYON AVE,IRVINE,92618,Investor - Limited Liability Company,,,,,50-99,District 37,District 74,Irvine Central/Tustin East,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,1,,,,,,,,,1,,,,,1,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
106310791,310791,SUTTER AUBURN FAITH HOSPITAL,General Acute Care Hospital,Placer,11815 EDUCATION ST,AUBURN,95602,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,50-99,District 1,District 1,Auburn/Newcastle/Lincoln/Sheridan,Urban,827,213,25,45,6,,17,241,326,8,68,24436,282,7898,10006,1184,6375,1040,25176,9,816,382,13960,12543,,2286,2248,2785,3210,2819,3166,3813,3290,2886,,209,224,365,452,137,2018,765,22333,2926,22602,975,117,25582,36,768,1990,2,1531,89,447,396,236,501,1437,1814,6023,1140,1875,74,827,11,350,2337,1131,4292,1,8,,120,,,,,160,49,92,672,120,22,16,1157,442,382,1963,78,300,36,2626,108,23,1365,1394,60,93,144,286,570,756,834,,23,36,15,109,63,2494,81,151,2527,17,2710,1,31,436,374,39,6,140,1,125,787,282,59,46,54,65,1,231,40,70,3,5,19,,2,,16,19,,2,1,,,,,2,,,,,,14
106311000,311000,SUTTER ROSEVILLE MEDICAL CENTER,General Acute Care Hospital,Placer,1 MEDICAL PLAZA DR,ROSEVILLE,95661,Non-profit Corporation (incl. Church-related),Level II,Emergency - Basic,,,300-499,District 4,District 6,Rocklin/Granite Bay,Urban,865,1319,124,377,45,,49,508,1092,9,282,69094,620,24161,18796,3046,24793,3607,72084,18,1283,821,41824,32577,2,9662,7513,10211,10897,8849,7814,7392,6111,5954,,354,3074,3720,1636,1064,11990,2157,50408,14161,57260,2982,2489,68720,141,3053,5256,27,4164,208,1264,840,694,1155,4635,5675,14968,3475,5152,206,2607,15,1915,6873,2394,12810,,19,,197,70,,,,437,436,543,3468,756,62,289,9312,1891,2947,10047,524,3556,313,16812,365,195,8904,8483,691,1160,1448,2102,3204,3710,4489,,614,589,217,1718,371,13566,568,1842,14977,613,16267,38,469,3022,2714,171,31,725,26,922,3274,2712,313,439,450,509,,1174,415,309,7,32,148,4,11,290,293,76,236,11,20,127,3,,23,3,,,,,,69
106314024,314024,KAISER FOUNDATION HOSPITAL - ROSEVILLE,General Acute Care Hospital,Placer,1600 EUREKA RD,ROSEVILLE,95661,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 4,District 6,Rocklin/Granite Bay,Urban,1317,3778,126,1426,205,3,34,6,924,2,10,116270,1315,24212,32353,1772,61932,5147,124372,3,501,462,69579,55806,34,16464,11654,14827,15861,13290,13580,14387,13364,11992,,635,8155,8227,2561,799,17216,5074,82752,18880,101117,5422,3198,119023,257,2941,11140,31,7367,393,2459,1391,1381,1964,6278,7274,24716,3399,9768,243,4788,58,2307,10524,3775,26073,,2,59,22,90,,1,3,377,187,503,3208,443,24,35,6583,1506,972,8039,70,3638,150,12758,61,45,6568,6300,358,656,773,1371,2478,3160,3349,,725,610,180,1106,86,10060,87,1284,11498,284,12368,19,198,2566,1983,190,16,454,19,561,3276,1066,167,192,321,245,,1075,218,284,1,1,,,2,501,223,49,53,11,14,191,,1,20,,1,,3,,,61
106320859,320859,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,General Acute Care Hospital,Plumas,500 1ST AVE,PORTOLA,96122,District,,Emergency - Standby,SMALL/RURAL,,1-49,District 1,District 1,Beckwourth/Chilcoot/Crocker Mountain/Delleker/Iron Horse/Lake Davis/Maybe/Portola/Valley View/Vinton,Frontier,168,76,5,,,,,8,6,1,3,3101,6,1231,1273,153,621,183,3243,24,4,190,1812,1649,,335,311,269,361,287,353,648,585,312,,,23,28,60,,440,104,2806,290,3100,71,,3373,,88,229,1,243,2,76,68,60,88,138,159,922,92,208,11,98,,31,335,133,567,86,,,,,1,,,13,2,4,,,,,46,22,14,69,2,3,,86,,2,41,47,,,,,13,40,23,12,,,,,6,82,4,,84,,88,,,4,7,,,5,,7,10,5,,2,2,4,,18,11,13,,,,,,,,,,,,,,,,1,,,,,,3
106320986,320986,PLUMAS DISTRICT HOSPITAL,General Acute Care Hospital,Plumas,1065 BUCKS LAKE RD,QUINCY,95971,District,,Emergency - Standby,SMALL/RURAL,,1-49,District 1,District 1,Bucks Lake/Cromberg/East Quincy/Greenhorn/Keddie/Laporte/Little Grass Valley/Meadow Valley/Quincy/Sloat/Spring Garden,Frontier,277,53,4,1,,,37,33,,10,,4015,,1677,1228,190,1212,124,4291,1,,138,2310,2120,1,491,472,532,621,441,462,639,483,290,,109,40,82,74,,222,139,3765,254,3921,256,,4403,1,27,321,,291,13,93,158,57,56,246,220,1128,172,308,10,99,8,86,431,169,565,1,,,1,,,,,14,4,9,5,1,,2,232,6,58,155,14,46,3,272,,4,140,136,19,20,20,38,61,58,54,6,,,,,20,256,17,13,246,,273,3,,30,57,3,,21,,16,13,6,19,11,5,4,3,42,18,28,1,1,,,,,,,,,,,,,,1,,,,,,4
106321016,321016,SENECA DISTRICT HOSPITAL,General Acute Care Hospital,Plumas,130 BRENTWOOD DR,CHESTER,96020,District,Level IV,Emergency - Standby,SMALL/RURAL,,1-49,District 1,District 1,Bailey Creek/Canyondam/Chester/Eastshore/Foxwood/Hamilton Branch/Lake Almanor Peninsula/Lake Almanor Peninsula/Lake Almanor West/Prattville/Warner Valley,Frontier,79,35,1,,4,,,8,3,,26,2493,3,619,948,133,922,88,2586,,4,119,1403,1307,,240,211,236,244,227,288,537,449,278,,58,34,29,16,,43,24,2506,160,2520,30,,2695,15,,176,,185,7,103,43,30,20,164,103,742,80,198,7,95,1,12,315,115,314,54,1,,1,,3,,,3,2,8,,,,2,55,6,6,60,,13,1,78,1,1,49,31,,,,,26,21,22,11,,,,,10,70,5,,75,,79,1,,7,10,,,10,,3,8,5,2,1,5,2,,22,2,3,3,,,,,,,,,,,,,,,1,,,,,,2
106331152,331152,CORONA REGIONAL MEDICAL CENTER-MAIN,General Acute Care Hospital,Riverside,800 S MAIN ST,CORONA,92882,Investor - Corporation,,Emergency - Basic,,,150-199,District 31,District 60,Arlington/Corona East/Home Gardens/La Sierra/Riverside Southwest,Urban,709,960,44,1,6,,162,199,459,2,77,44158,99,25841,4022,1084,13810,2293,45534,4,894,553,25486,21564,,6498,4949,7533,7362,5829,5774,4335,2784,1976,10,71,1514,3496,92,89,5406,1200,35182,23508,22570,972,672,40751,118,5509,3261,6,3123,222,969,867,429,1039,3119,2905,9729,1873,3275,147,1896,19,1364,4115,1384,7278,1,173,2,63,30,,,,228,355,313,1212,178,34,27,3440,907,2120,3451,89,999,90,6467,195,75,3479,3270,394,562,672,1126,1313,1314,1307,2,281,453,,619,133,5244,113,2529,4107,199,5643,,907,1193,1253,93,16,384,6,549,1355,510,144,100,160,255,2,401,107,147,4,12,38,12,,,59,,19,,5,69,1,,,,,,,,,30
106331164,331164,DESERT REGIONAL MEDICAL CENTER,General Acute Care Hospital,Riverside,1150 N INDIAN CANYON DR,PALM SPRINGS,92262,Investor - Corporation,Level II,Emergency - Comprehensive,,,300-499,District 28,District 42,Cathedral City Southeast/Palm Desert North/Palm Springs South/Rancho Mirage North,Urban,670,3040,115,96,20,12,,,561,7,,50142,231,31696,9715,1375,9379,2686,51197,96,832,1955,27892,27029,23,6981,4346,8826,8952,6503,6554,6141,3788,2853,,195,649,3636,886,101,19426,1408,28643,25880,27399,1665,62,50915,7,3960,3329,7,2893,159,821,588,507,2027,3051,1943,10315,2652,4490,135,1863,15,3343,3874,1700,11096,2,29,17,847,136,19,,93,232,736,623,1546,265,35,258,7249,1845,4572,5592,491,2086,172,11855,467,495,5707,7203,1069,1281,1225,1831,2560,2238,2134,,182,712,191,3245,304,8211,342,4367,8204,18,11984,7,904,2204,1516,91,13,516,28,623,1504,3289,183,271,250,437,4,751,202,311,1,64,55,52,22,327,248,34,34,11,17,624,2,3,68,,2,,22,,,29
106331168,331168,EISENHOWER MEDICAL CENTER,General Acute Care Hospital,Riverside,39000 BOB HOPE DR,RANCHO MIRAGE,92270,Non-profit Corporation (incl. Church-related),Level IV,Emergency - Basic,,,300-499,District 28,District 42,Bermuda Dunes South/Indian Wells/La Quinta West/Palm Desert/Rancho Mirage Central and South,Urban,560,,87,43,11,,,21,471,44,3,57893,182,21357,25691,1247,8515,2528,55903,374,595,2434,31907,27413,18,6184,4133,6883,6771,5872,7115,8028,7824,6528,,188,718,1959,501,53,16854,690,38375,24772,33431,1135,186,52890,180,6082,5248,17,3948,268,738,747,604,1160,3720,3435,9437,1931,5010,149,2651,35,1157,4019,1501,13496,3,20,,32,67,,,,297,,431,3640,737,19,434,9193,1970,2743,9885,282,3653,165,15762,220,643,7748,8978,499,795,1061,1784,3072,4265,4966,,191,525,119,2911,115,12780,265,3909,12554,106,15056,9,1557,3464,2826,235,21,937,23,1138,2622,1781,205,411,643,419,2,1157,415,323,,2,2,99,4,167,119,73,14,11,16,67,2,2,12,1,,,,,,53
106331194,331194,HEMET GLOBAL MEDICAL CENTER,General Acute Care Hospital,Riverside,1117 E DEVONSHIRE AVE,HEMET,92543,Investor - Corporation,,Emergency - Basic,,,300-499,District 23,District 42,East Hemet/Hemet/Valle Vista,Urban,987,1439,77,2,2,2,1,53,241,2,16,36096,102,24139,8194,82,4904,1703,37818,,482,331,21087,17928,7,4972,3827,5789,5926,4419,4401,4432,2830,2426,,239,546,6391,33,223,3009,68,28513,16923,21905,194,,36372,,2650,2436,9,2935,148,680,766,299,1109,2286,1741,9087,2055,2659,62,1664,9,937,3997,1495,4617,,2,390,1,31,,,,372,575,316,917,210,1,21,2504,1285,2031,3701,,469,60,5995,207,56,3256,3005,219,480,550,891,1511,1299,1258,10,96,695,,323,20,5064,29,1738,4494,,5803,,458,943,999,61,6,390,3,452,1458,631,150,88,119,189,10,469,120,84,,4,56,,,,43,39,24,,6,83,,,,,,,3,,,29
106331216,331216,JOHN F. KENNEDY MEMORIAL HOSPITAL,General Acute Care Hospital,Riverside,47111 MONROE ST,INDIO,92201,Investor - Corporation,,Emergency - Basic,,,100-149,District 28,District 56,Arabia/Coachella/Desert Beach/Flowing Wells/Indio South/La Quinta East/Mecca/Oasis/Thermal,Urban,918,2346,62,156,7,11,,,209,4,,44469,484,32758,6217,1017,6045,2587,46493,4,149,1098,25678,22995,4,9371,5880,8545,7464,5194,4532,3496,2454,1741,,90,321,1321,26,61,98,165,46595,38769,9802,106,67,38796,18,9796,2933,18,3512,225,1046,795,465,1472,2721,2663,10362,2080,2417,102,1769,13,2792,4735,1674,6727,,6,21,912,156,5,,53,146,166,186,575,68,23,8,2862,456,1899,1485,110,937,86,4300,42,114,2148,2369,398,475,492,592,769,768,731,,42,141,,,42,4281,27,2871,1619,14,3554,1,948,814,673,23,,301,,306,823,535,82,41,39,108,,359,67,58,1,22,3,11,1,172,120,,11,1,4,245,1,,38,,,,49,,,12
106331288,331288,PALO VERDE HOSPITAL,General Acute Care Hospital,Riverside,250 N 1ST ST,BLYTHE,92225,District,,Emergency - Standby,SMALL/RURAL,,1-49,District 28,District 56,Blythe,Rural,439,562,9,,2,,,361,86,,,6551,57,4058,1155,920,1435,508,6839,12,246,979,3805,4271,,843,630,1117,1166,983,1235,1121,578,403,,45,47,1106,91,11,3404,1,3371,3469,4607,,11,7603,,462,742,2,557,32,140,188,61,126,556,287,1802,380,451,13,286,6,194,951,301,1001,1,8,,,,,,,15,8,8,,1,,,125,33,69,97,1,54,3,189,13,22,99,125,23,26,22,43,52,24,28,6,,26,,90,5,103,,91,133,,205,,19,12,54,2,,12,,16,11,15,,4,3,1,,34,38,2,3,30,,,,,,,,,1,19,1,,,,,,,,,7
106331293,331293,DOCTORS HOSPITAL OF RIVERSIDE,General Acute Care Hospital,Riverside,3865 JACKSON ST,RIVERSIDE,92503,Investor - Limited Liability Company,,Emergency - Basic,,,150-199,District 31,District 60,Casablanca/Riverside Central,Urban,696,2212,50,284,33,,,13,1,1,1,45825,159,26536,8934,686,10265,2854,47281,,1697,295,26664,22610,1,7312,5515,8393,7590,6388,5928,4362,2312,1475,,1097,1033,3682,317,145,3310,2663,37028,23237,25966,72,157,40645,23,8450,2904,11,3556,182,1241,686,459,3356,2788,2655,6962,1985,4387,128,2097,23,1295,5417,1912,7161,,,2,,70,,,,153,222,254,588,193,20,3,1791,858,1524,1927,22,519,109,3900,180,21,2093,2008,200,326,441,669,964,726,719,,141,329,11,245,212,3124,,1434,2667,30,3416,9,646,532,727,61,1,315,2,239,1078,263,76,41,41,112,,327,87,110,,1,18,,,21,35,39,,1,2,65,,,21,,,,,,,41
106331312,331312,RIVERSIDE COMMUNITY HOSPITAL,General Acute Care Hospital,Riverside,4445 MAGNOLIA AVE,RIVERSIDE,92501,Investor - Partnership,Level II,Emergency - Basic,,,300-499,District 31,District 61,Eastside/Fairmont Park/Riverside Downtown/Rubidoux/University,Urban,780,3474,144,239,20,,37,836,242,7,,76947,331,47025,11516,2522,13109,8945,80459,26,1362,768,46129,36978,10,10872,8208,16947,14057,9714,8799,7492,4073,2955,,92,1554,7492,6376,108,32742,659,34094,47289,34676,1152,413,73727,114,8863,5861,29,4562,402,1446,1219,874,1973,4662,3663,15144,2429,6224,242,3315,38,5556,7334,2570,15441,,60,39,463,133,,,,403,1088,512,3485,720,54,252,12660,2869,8313,8724,813,3529,946,21451,510,320,12093,10232,2842,2973,2166,3234,4227,3573,2909,,542,1859,1398,7132,271,11050,458,9935,11932,209,19301,45,2770,4223,2704,324,63,868,23,1039,3390,2795,501,424,593,789,1,856,273,349,29,46,204,6,38,49,352,36,37,14,31,3017,1,,48,1,,,,1,,64
106331326,331326,SAN GORGONIO MEMORIAL HOSPITAL,General Acute Care Hospital,Riverside,600 N HIGHLAND SPRINGS AVE,BANNING,92220,District,,Emergency - Basic,SMALL/RURAL,,50-99,District 23,District 42,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,1127,1835,42,252,66,,5,348,136,23,4,34391,323,20387,8504,734,7206,1766,37346,9,852,360,21341,17249,7,4871,4117,5378,5497,4479,4024,4129,3133,2969,,803,699,3998,699,101,580,4,31713,15403,23180,14,90,36743,6,1758,2804,6,2546,186,887,512,373,1270,2545,2506,6719,1229,3222,90,1346,2,833,3856,1433,6207,17,27,1,29,25,1,,,119,101,107,650,101,3,4,827,404,772,1111,106,300,33,2224,77,20,1244,1078,217,192,207,278,496,429,474,8,43,216,40,26,,1936,1,711,1610,13,2156,1,152,271,366,22,,195,1,169,481,136,36,21,24,59,9,246,35,39,,,6,1,,,21,50,11,,2,210,,,,,,,,,,28
106334018,334018,MENIFEE GLOBAL MEDICAL CENTER,General Acute Care Hospital,Riverside,28400 MCCALL BLVD,SUN CITY,92585,Investor - Corporation,,Emergency - Basic,,,50-99,District 23,District 67,Canyon Lake/Perris/Quail Valley/Romoland/Sun City/Winchester,Urban,461,434,22,1,2,2,,32,78,1,9,14440,29,9017,2787,126,2678,917,15049,,132,192,8379,7145,1,1642,1566,2289,2537,2020,1813,1716,1030,912,,74,277,1894,,81,2407,164,10628,7417,7952,156,,14926,,599,947,2,1286,66,319,316,151,369,1019,969,3690,838,936,31,612,12,318,1360,610,1674,,14,152,,,,,,138,132,63,212,70,,19,946,307,712,1012,,168,11,1840,44,18,906,997,108,195,188,265,363,358,411,,29,164,,201,36,1462,30,605,1268,,1811,,92,243,304,20,1,154,1,87,432,162,184,17,29,32,2,160,47,28,,1,9,,,,15,11,,,,,,,,,,,1,6,,12
106334025,334025,KAISER FOUNDATION HOSPITAL - RIVERSIDE,General Acute Care Hospital,Riverside,10800 MAGNOLIA AVE,RIVERSIDE,92505,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 31,District 60,Arlington/Corona East/Home Gardens/La Sierra/Riverside Southwest,Urban,977,641,44,817,71,30,27,7,536,5,1,51185,190,12330,12664,179,27385,1975,53394,,944,191,30336,24195,2,7121,4761,7210,6909,6453,6530,6366,5350,3832,1,223,2443,6261,394,335,23112,3702,18063,23903,27966,2664,486,50453,88,3506,5210,10,4025,314,906,1040,648,824,3735,3510,8097,1619,3763,228,2371,57,1425,4789,1507,10373,,2,4,,82,,,,148,44,280,1211,125,3,6,2035,310,359,2392,9,1365,42,4114,41,11,2157,2010,193,269,396,594,837,952,880,,234,495,18,1373,15,1984,14,1425,2728,43,3780,14,330,703,638,78,4,253,6,207,1105,313,49,62,133,110,,270,73,93,2,,,,,17,29,24,24,1,2,53,,,14,,3,,1,,,41
106334048,334048,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,General Acute Care Hospital,Riverside,27300 IRIS AVE,MORENO VALLEY,92555,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,50-99,District 31,District 61,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,943,1708,23,661,46,7,20,1,183,6,1,47067,101,15520,9584,255,23745,1665,50449,,132,179,29159,21601,9,7881,4948,7631,7017,5817,5599,5065,4180,2631,,132,1584,10706,249,208,25836,862,11192,26027,24229,513,168,46316,137,4148,4275,8,3214,309,990,774,553,739,3409,3549,7546,897,4078,179,1976,19,1645,5469,1424,9650,,2,9,,66,,,,231,42,134,872,73,7,7,1356,152,248,1631,3,977,16,2868,6,,1484,1391,205,259,201,402,593,678,515,2,106,666,,974,38,1074,8,1001,1866,15,2597,6,257,486,468,68,1,153,2,145,774,136,33,29,65,99,,192,34,45,,,,,,,20,,17,,,145,,,,,1,,1,,,26
106334068,334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,General Acute Care Hospital,Riverside,25500 MEDICAL CENTER DR,MURRIETA,92562,Investor - Corporation,,Emergency - Basic,,,100-149,District 28,District 67,Lake Elsinore/Murrieta West/Sedco Hills/Wildomar,Urban,1417,1509,69,2,10,,163,639,550,6,93,89798,80,40210,10530,5399,30880,7767,92946,3,738,1065,54689,40097,,18270,10545,14639,15140,10395,8754,7729,5205,4109,,3537,2566,7352,821,398,30105,4371,45636,33686,56219,4881,786,88357,37,5606,5209,35,5649,457,1548,1369,892,2101,5478,5247,19072,2779,5686,242,3574,41,6541,10095,2838,15720,,450,6,28,213,,,,528,379,391,2158,410,35,204,7458,1480,3599,5909,432,3003,208,12712,242,178,7751,5400,1685,1938,1152,1481,2121,2198,2337,4,486,901,82,3175,280,7822,391,3493,9267,208,11963,11,969,1720,1520,130,19,624,5,777,1571,2024,271,265,234,412,4,718,219,287,3,22,78,18,1,,235,337,68,6,3,2342,5,,,,,,,,,28
106334487,334487,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,General Acute Care Hospital,Riverside,26520 CACTUS AVE,MORENO VALLEY,92555,City or County,Level II & Level II - Ped,Emergency - Basic,,Teaching,300-499,District 31,District 61,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,1943,4222,99,8,5,,40,1167,139,5,7,71195,111,53790,11174,3459,4875,5846,77186,15,1312,492,41659,37480,5,10614,8166,13767,13088,10896,10125,7286,3214,1988,,201,1799,13775,1695,350,21082,594,39648,49482,29054,608,705,60688,259,17492,4929,27,4816,358,1216,1274,1327,3185,4998,3436,13749,3398,7113,219,3680,48,2225,6476,2594,13997,2,8,,139,79,193,,,481,632,486,1259,332,107,367,11046,1675,9080,5797,759,1278,524,15979,1344,109,7798,9638,1845,2387,2334,2759,2905,1906,1525,,449,3001,427,3828,51,9553,60,8393,8985,220,13812,24,3382,1871,2032,184,31,1039,84,933,1911,2634,3405,340,341,859,2,1086,321,179,13,959,62,4,2,797,980,,129,6,21,104,17,2,55,2,,,,,,44
106334564,334564,TEMECULA VALLEY HOSPITAL,General Acute Care Hospital,Riverside,31700 TEMECULA PKWY,TEMECULA,92592,Investor - Corporation,,Emergency - Basic,,,100-149,District 28,District 75,Temecula South,Urban,358,667,50,1,2,,85,117,72,2,30,33939,31,10864,7626,2696,11915,2314,34059,4,248,1081,19628,15787,,2713,3383,4922,5090,4616,4364,4310,3409,2608,,590,1556,2263,340,262,7262,733,22409,8964,25272,1179,503,33207,80,1625,3063,9,2067,171,451,659,353,639,2286,1519,7187,1324,2819,89,1479,10,730,2255,1055,7239,,61,2,21,11,,,,137,341,305,1409,292,14,89,4529,978,1488,4835,255,1424,125,7788,101,233,3978,4149,277,522,683,1119,1711,1835,1950,,390,437,41,1225,38,5773,149,1431,6547,187,7462,19,459,2170,1205,122,17,468,7,469,1063,715,191,209,227,350,5,506,154,235,2,,31,1,4,,30,134,89,7,7,,,,,,,,,,,21
106334589,334589,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,General Acute Care Hospital,Riverside,28100 BAXTER RD,MURRIETA,92563,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,100-149,District 28,District 67,French Valley/Murrieta East/Temecula/Winchester,Urban,1093,1068,79,235,45,,25,20,224,16,17,44461,255,17411,16269,3288,8222,2594,47139,3,135,497,27056,20730,3,6485,4239,5761,6167,5344,5210,5653,5120,3810,,205,1750,4748,1221,254,7521,424,31666,18434,28843,512,228,44470,107,2984,4644,9,3434,340,566,833,410,552,3362,3099,8291,1143,3361,177,1806,33,1262,3821,1530,9019,9,154,,15,97,88,,5,214,392,380,2052,280,1,137,5500,1065,2576,5205,330,1495,449,9892,94,68,5306,4748,751,929,808,1340,2087,2020,1882,,442,894,189,1354,77,7008,102,2929,7024,102,9129,3,821,2551,1333,123,7,573,8,535,1170,737,85,207,271,248,,672,235,255,5,4,19,,1,172,66,,91,4,6,868,5,1,167,1,,,,,,80
106340913,340913,KAISER FOUNDATION HOSPITAL - SACRAMENTO,General Acute Care Hospital,Sacramento,2025 MORSE AVE,SACRAMENTO,95825,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 6,District 8,Arcade/Arden/Town and Country Village,Urban,744,3704,152,378,91,,10,92,1733,1,36,93131,873,41056,20645,1480,30525,7239,97734,2,2703,405,56262,44670,15,11334,8247,16042,16944,12292,11869,10753,7644,5813,9,517,11139,23344,2381,1006,19689,1901,40970,19090,80561,1296,7412,88689,1083,3763,7491,17,6048,321,1876,1390,1055,2472,4973,6591,17362,4669,8000,200,4309,94,1973,8565,3849,19658,,2,33,70,34,,,2,244,264,422,1874,362,30,48,4420,1459,1558,5544,24,1833,173,8720,382,27,4582,4550,298,556,756,1324,2125,2067,1965,1,663,1455,127,1220,70,5459,50,1223,7859,317,8510,11,294,1879,1138,80,4,397,13,430,2512,767,173,235,195,290,1,637,149,194,6,,1,,3,,40,52,86,7,3,28,1,,,,1,,,,,59
